title,url
Thế nào được coi là người phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng?,https://luatvietnam.vn/luat-su-tu-van/the-nao-duoc-coi-la-nguoi-pham-toi-trong-truong-hop-vuot-qua-gioi-han-phong-ve-chinh-dang-150909-faqs.html
Đưa nạn nhân đi cấp cứu sau khi gây ra tai nạn giao thông thì có được giảm nhẹ TNHS không?,https://luatvietnam.vn/luat-su-tu-van/dua-nan-nhan-di-cap-cuu-sau-khi-gay-ra-tai-nan-giao-thong-thi-co-duoc-giam-nhe-tnhs-khong-150908-faqs.html
Có được ủy quyền bán tài sản khi đang bị tạm giam không?,https://luatvietnam.vn/luat-su-tu-van/co-duoc-uy-quyen-ban-tai-san-khi-dang-bi-tam-giam-khong-150907-faqs.html
"Năm 2025, loại đất nào được sử dụng kết hợp đa mục đích?",https://luatvietnam.vn/luat-su-tu-van/nam-2025-loai-dat-nao-duoc-su-dung-ket-hop-da-muc-dich-150906-faqs.html
Thời hạn cấp sổ đỏ là bao lâu?,https://luatvietnam.vn/luat-su-tu-van/thoi-han-cap-so-do-la-bao-lau-150903-faqs.html
Những trường hợp nào không được cấp sổ đỏ?,https://luatvietnam.vn/luat-su-tu-van/nhung-truong-hop-nao-khong-duoc-cap-so-do-150902-faqs.html
Những trường hợp nào bị từ chối cấp sổ đỏ?,https://luatvietnam.vn/luat-su-tu-van/nhung-truong-hop-nao-bi-tu-choi-cap-so-do-150901-faqs.html
Có phải nộp bản trích đo thửa đất khi xin cấp sổ đỏ không?,https://luatvietnam.vn/luat-su-tu-van/co-phai-nop-ban-trich-do-thua-dat-khi-xin-cap-so-do-khong-150896-faqs.html
Người dân có cần chứng minh đất không tranh chấp khi xin cấp sổ đỏ không?,https://luatvietnam.vn/luat-su-tu-van/nguoi-dan-co-can-chung-minh-dat-khong-tranh-chap-khi-xin-cap-so-do-khong-150895-faqs.html
Người dân không cần chứng minh nguồn gốc đất khi xin cấp sổ đỏ,https://luatvietnam.vn/luat-su-tu-van/nguoi-dan-khong-can-chung-minh-nguon-goc-dat-khi-xin-cap-so-do-150894-faqs.html
Có cấp sổ đỏ cho người dân bằng bản án đã có hiệu lực được không?,https://luatvietnam.vn/luat-su-tu-van/co-cap-so-do-cho-nguoi-dan-bang-ban-an-da-co-hieu-luc-duoc-khong-150888-faqs.html
"Từ 10/10/2025, thay đổi về điều kiện mua NOXH?",https://luatvietnam.vn/luat-su-tu-van/tu-10102025-thay-doi-ve-dieu-kien-mua-noxh-150882-faqs.html
Chủ tịch HĐQT bị tạm giam thì có điều hành công ty được không?,https://luatvietnam.vn/luat-su-tu-van/chu-tich-hdqt-bi-tam-giam-thi-co-dieu-hanh-cong-ty-duoc-khong-150878-faqs.html
Mua đất không có Sổ đỏ có bị phạt không?,https://luatvietnam.vn/luat-su-tu-van/mua-dat-khong-co-so-do-co-bi-phat-khong-150873-faqs.html
Đất dính quy hoạch thì có tách thửa được không?,https://luatvietnam.vn/luat-su-tu-van/dat-dinh-quy-hoach-thi-co-tach-thua-duoc-khong-150872-faqs.html
Người sử dụng đất được ghi nợ tiền sử dụng đất vô thời hạn?,https://luatvietnam.vn/luat-su-tu-van/nguoi-su-dung-dat-duoc-ghi-no-tien-su-dung-dat-vo-thoi-han-150871-faqs.html
Gia đình có nhiều thế hệ bị thu hồi đất có được nhiều suất tái định cư không?,https://luatvietnam.vn/luat-su-tu-van/gia-dinh-co-nhieu-the-he-bi-thu-hoi-dat-co-duoc-nhieu-suat-tai-dinh-cu-khong-150867-faqs.html
Thời hạn tổ chức hòa giải tranh chấp đất đai là bao lâu?,https://luatvietnam.vn/luat-su-tu-van/thoi-han-to-chuc-hoa-giai-tranh-chap-dat-dai-la-bao-lau-150866-faqs.html
Đất nằm trong hành lang an toàn giao thông có được xây dựng không?,https://luatvietnam.vn/luat-su-tu-van/dat-nam-trong-hanh-lang-an-toan-giao-thong-co-duoc-xay-dung-khong-150864-faqs.html
Thân nhân liệt sĩ thuộc nhiều đối tượng hưởng chính sách hỗ trợ về nhà ở xã hội thì có được cộng gộp không?,https://luatvietnam.vn/luat-su-tu-van/than-nhan-liet-si-thuoc-nhieu-doi-tuong-huong-chinh-sach-ho-tro-ve-nha-o-xa-hoi-thi-co-duoc-cong-gop-khong-150863-faqs.html
Có phải niêm yết 15 ngày khi thực hiện cấp sổ đỏ lần đầu từ 01/7/2025 không?,https://luatvietnam.vn/luat-su-tu-van/co-phai-niem-yet-15-ngay-khi-thuc-hien-cap-so-do-lan-dau-tu-0172025-khong-150861-faqs.html
Thời điểm xác định tiền sử dụng đất trong thủ tục cấp sổ đỏ là tại thời điểm nộp hồ sơ hay thời điểm cấp sổ?,https://luatvietnam.vn/luat-su-tu-van/thoi-diem-xac-dinh-tien-su-dung-dat-trong-thu-tuc-cap-so-do-la-tai-thoi-diem-nop-ho-so-hay-thoi-diem-cap-so-150855-faqs.html
Xây nhà trên đất nông nghiệp trước 1/7/2004 sẽ không bị phạt?,https://luatvietnam.vn/luat-su-tu-van/xay-nha-tren-dat-nong-nghiep-truoc-172004-se-khong-bi-phat-150854-faqs.html
Có được xây mộ trên đất trồng lúa không?,https://luatvietnam.vn/luat-su-tu-van/co-duoc-xay-mo-tren-dat-trong-lua-khong-150853-faqs.html
Khi bị chồng đánh thì người vợ cần phải làm gì?,https://luatvietnam.vn/luat-su-tu-van/khi-bi-chong-danh-thi-nguoi-vo-can-phai-lam-gi-150848-faqs.html
Thời hạn gửi bản án sơ thẩm trong vụ kiện hành chính là bao nhiêu ngày?,https://luatvietnam.vn/luat-su-tu-van/thoi-han-gui-ban-an-so-tham-trong-vu-kien-hanh-chinh-la-bao-nhieu-ngay-150847-faqs.html
Đất giao trái thẩm quyền thì sẽ bị thu hồi?,https://luatvietnam.vn/luat-su-tu-van/dat-giao-trai-tham-quyen-thi-se-bi-thu-hoi-150846-faqs.html
Đất không có giấy tờ có được bồi thường khi Nhà nước thu hồi không?,https://luatvietnam.vn/luat-su-tu-van/dat-khong-co-giay-to-co-duoc-boi-thuong-khi-nha-nuoc-thu-hoi-khong-150845-faqs.html
Đất giao trái thẩm quyền có được bồi thường khi Nhà nước thu hồi không?,https://luatvietnam.vn/luat-su-tu-van/dat-giao-trai-tham-quyen-co-duoc-boi-thuong-khi-nha-nuoc-thu-hoi-khong-150844-faqs.html
Thân nhân liệt sĩ có được miễn giảm tiền sử dụng đất khi chuyển mục đích sử dụng đất không?,https://luatvietnam.vn/luat-su-tu-van/than-nhan-liet-si-co-duoc-mien-giam-tien-su-dung-dat-khi-chuyen-muc-dich-su-dung-dat-khong-150843-faqs.html
Người nước ngoài cần làm gì để mua chung cư tại việt nam?,https://luatvietnam.vn/luat-su-tu-van/nguoi-nuoc-ngoai-can-lam-gi-de-mua-chung-cu-tai-viet-nam-150840-faqs.html
Trúng đấu giá quyền sử dụng đất nhưng không nộp tiền đúng hạn bị xử lý như nào?,https://luatvietnam.vn/luat-su-tu-van/trung-dau-gia-quyen-su-dung-dat-nhung-khong-nop-tien-dung-han-bi-xu-ly-nhu-nao-150839-faqs.html
Chuyển mục đích sử dụng đất có phải đáp ứng yêu cầu về diện tích tối thiểu tách thửa không?,https://luatvietnam.vn/luat-su-tu-van/chuyen-muc-dich-su-dung-dat-co-phai-dap-ung-yeu-cau-ve-dien-tich-toi-thieu-tach-thua-khong-150837-faqs.html
Mua nhà ở có phải chịu thuế giá trị gia tăng hay không?,https://luatvietnam.vn/luat-su-tu-van/mua-nha-o-co-phai-chiu-thue-gia-tri-gia-tang-hay-khong-150836-faqs.html
Đang nợ thuế kinh doanh có được cấp sổ đỏ không?,https://luatvietnam.vn/luat-su-tu-van/dang-no-thue-kinh-doanh-co-duoc-cap-so-do-khong-150835-faqs.html
Ly thân rồi có thể quay lại với nhau được không?,https://luatvietnam.vn/luat-su-tu-van/ly-than-roi-co-the-quay-lai-voi-nhau-duoc-khong-150831-faqs.html
Giám đốc có được tự ký HĐLĐ với chính mình không?,https://luatvietnam.vn/luat-su-tu-van/giam-doc-co-duoc-tu-ky-hdld-voi-chinh-minh-khong-150830-faqs.html
"Từ ngày 01/7/2025, thẩm quyền của cấp xã trong lĩnh vực đất đai là gì?",https://luatvietnam.vn/luat-su-tu-van/tu-ngay-0172025-tham-quyen-cua-cap-xa-trong-linh-vuc-dat-dai-la-gi-150829-faqs.html
Thế nào là hôn nhân thực tế?,https://luatvietnam.vn/luat-su-tu-van/the-nao-la-hon-nhan-thuc-te-150828-faqs.html
Đất công ích có được bồi thường khi Nhà nước thu hồi đất không?,https://luatvietnam.vn/luat-su-tu-van/dat-cong-ich-co-duoc-boi-thuong-khi-nha-nuoc-thu-hoi-dat-khong-150824-faqs.html
Đã nhận tiền bồi thường khi Nhà nước thu hồi đất thì có được khởi kiện nữa không?,https://luatvietnam.vn/luat-su-tu-van/da-nhan-tien-boi-thuong-khi-nha-nuoc-thu-hoi-dat-thi-co-duoc-khoi-kien-nua-khong-150825-faqs.html
Đang nợ thuế kinh doanh có được bán đất không?,https://luatvietnam.vn/luat-su-tu-van/dang-no-thue-kinh-doanh-co-duoc-ban-dat-khong-150823-faqs.html
Thế nào là di chúc hợp pháp?,https://luatvietnam.vn/luat-su-tu-van/the-nao-la-di-chuc-hop-phap-150822-faqs.html
"Sáp nhập tỉnh, thành thì có bắt buộc đính chính sổ đỏ không?",https://luatvietnam.vn/luat-su-tu-van/sap-nhap-tinh-thanh-thi-co-bat-buoc-dinh-chinh-so-do-khong-150818-faqs.html
HĐLĐ hết thời hạn trong thời gian nghỉ thai sản thì công ty có phải báo giảm BHXH không?,https://luatvietnam.vn/luat-su-tu-van/hdld-het-thoi-han-trong-thoi-gian-nghi-thai-san-thi-cong-ty-co-phai-bao-giam-bhxh-khong-150817-faqs.html
Vợ/chồng có thể rút lại đơn ly hôn khi đã lỡ nộp lên Toà án không?,https://luatvietnam.vn/luat-su-tu-van/vochong-co-the-rut-lai-don-ly-hon-khi-da-lo-nop-len-toa-an-khong--150816-faqs.html
Có thể khởi kiện hành vi chủ tịch xã không tổ chức hòa giải tranh chấp đất đai được không?,https://luatvietnam.vn/luat-su-tu-van/co-the-khoi-kien-hanh-vi-chu-tich-xa-khong-to-chuc-hoa-giai-tranh-chap-dat-dai-duoc-khong-150815-faqs.html
Giao dịch mua bán đất bị tuyên vô hiệu nhưng đất đã thế chấp ngân hàng thì việc thế chấp có bị vô hiệu không?,https://luatvietnam.vn/luat-su-tu-van/giao-dich-mua-ban-dat-bi-tuyen-vo-hieu-nhung-dat-da-the-chap-ngan-hang-thi-viec-the-chap-co-bi-vo-hieu-khong-150814-faqs.html
Trộm cắp tài sản nhiều lần nhưng đều dưới 2 triệu thì có bị truy cứu không?,https://luatvietnam.vn/luat-su-tu-van/trom-cap-tai-san-nhieu-lan-nhung-deu-duoi-2-trieu-thi-co-bi-truy-cuu-khong-150813-faqs.html
Hợp đồng vay vốn của công ty thiếu biên bản họp thì có giá trị không?,https://luatvietnam.vn/luat-su-tu-van/hop-dong-vay-von-cua-cong-ty-thieu-bien-ban-hop-thi-co-gia-tri-khong-150811-faqs.html
Bên mua bảo hiểm cung cấp thông tin sai sự thật thì hợp đồng có vô hiệu không?,https://luatvietnam.vn/luat-su-tu-van/ben-mua-bao-hiem-cung-cap-thong-tin-sai-su-that-thi-hop-dong-co-vo-hieu-khong-150810-faqs.html
Góp vốn bằng tài sản nhưng chưa sang tên cho công ty thì có được công nhận là thành viên không?,https://luatvietnam.vn/luat-su-tu-van/gop-von-bang-tai-san-nhung-chua-sang-ten-cho-cong-ty-thi-co-duoc-cong-nhan-la-thanh-vien-khong-150809-faqs.html
Con riêng gửi tiền nuôi mẹ kế nhưng không sống chung thì có được hưởng thừa kế không?,https://luatvietnam.vn/luat-su-tu-van/con-rieng-gui-tien-nuoi-me-ke-nhung-khong-song-chung-thi-co-duoc-huong-thua-ke-khong-150808-faqs.html
Hồ sơ khởi kiện hành vi hành chính thiếu tài liệu thì có bị trả lại hay không?,https://luatvietnam.vn/luat-su-tu-van/ho-so-khoi-kien-hanh-vi-hanh-chinh-thieu-tai-lieu-thi-co-bi-tra-lai-hay-khong-150807-faqs.html
Bị hại xin giảm nhẹ hình phạt cho bị cáo có được coi là tình tiết giảm nhẹ không?,https://luatvietnam.vn/luat-su-tu-van/bi-hai-xin-giam-nhe-hinh-phat-cho-bi-cao-co-duoc-coi-la-tinh-tiet-giam-nhe-khong-150806-faqs.html
Viên chức không phải đền bù chi phí đào tạo khi đơn phương chấm dứt hợp đồng làm việc?,https://luatvietnam.vn/luat-su-tu-van/vien-chuc-khong-phai-den-bu-chi-phi-dao-tao-khi-don-phuong-cham-dut-hop-dong-lam-viec-150804-faqs.html
Viên chức được cử đi học nghiên cứu sinh ở nước ngoài có được tài trợ chi phí đào tạo hay không?,https://luatvietnam.vn/luat-su-tu-van/vien-chuc-duoc-cu-di-hoc-nghien-cuu-sinh-o-nuoc-ngoai-co-duoc-tai-tro-chi-phi-dao-tao-hay-khong-150803-faqs.html
Viên chức đi học nghiên cứu sinh ở nước ngoài thì có được trả lương không?,https://luatvietnam.vn/luat-su-tu-van/vien-chuc-di-hoc-nghien-cuu-sinh-o-nuoc-ngoai-thi-co-duoc-tra-luong-khong-150802-faqs.html
Mua ma túy để sử dụng khi bị bắt mới biết là ma túy giả thì có bị truy cứu TNHS?,https://luatvietnam.vn/luat-su-tu-van/mua-ma-tuy-de-su-dung-khi-bi-bat-moi-biet-la-ma-tuy-gia-thi-co-bi-truy-cuu-tnhs-150801-faqs.html
Biên bản hòa giải tranh chấp đất đai bị thiếu thành phần thì có bị trả đơn khởi kiện không?,https://luatvietnam.vn/luat-su-tu-van/bien-ban-hoa-giai-tranh-chap-dat-dai-bi-thieu-thanh-phan-thi-co-bi-tra-don-khoi-kien-khong-150798-faqs.html
Người cao tuổi có cháu phượng dưỡng thì có được trợ cấp xã hội hay không?,https://luatvietnam.vn/luat-su-tu-van/nguoi-cao-tuoi-co-chau-phuong-duong-thi-co-duoc-tro-cap-xa-hoi-hay-khong-150800-faqs.html
Xử lý các cơ quan Nhà nước không cung cấp tài liệu cho Tòa án như thế nào?,https://luatvietnam.vn/luat-su-tu-van/xu-ly-cac-co-quan-nha-nuoc-khong-cung-cap-tai-lieu-cho-toa-an-nhu-the-nao-150799-faqs.html
Thế nào là hành vi trái pháp luật nghiêm trọng của nạn nhân?,https://luatvietnam.vn/luat-su-tu-van/the-nao-la-hanh-vi-trai-phap-luat-nghiem-trong-cua-nan-nhan-150789-faqs.html
Con từ 7 tuổi trở lên có quyền lựa chọn ở với ai khi bố mẹ ly hôn?,https://luatvietnam.vn/luat-su-tu-van/con-tu-7-tuoi-tro-len-co-quyen-lua-chon-o-voi-ai-khi-bo-me-ly-hon-150788-faqs.html
Ai phải trả chi phí định giá tài sản do Tòa án ra quyết định định giá?,https://luatvietnam.vn/luat-su-tu-van/ai-phai-tra-chi-phi-dinh-gia-tai-san-do-toa-an-ra-quyet-dinh-dinh-gia-150787-faqs.html
Một phần của sổ đỏ bị cấp sai thì có bị hủy toàn bị sổ đỏ không?,https://luatvietnam.vn/luat-su-tu-van/mot-phan-cua-so-do-bi-cap-sai-thi-co-bi-huy-toan-bi-so-do-khong-150784-faqs.html
"Người có uy tín tham gia hòa giải, đối thoại tại Tòa án được xác định như thế nào?",https://luatvietnam.vn/luat-su-tu-van/nguoi-co-uy-tin-tham-gia-hoa-giai-doi-thoai-tai-toa-an-duoc-xac-dinh-nhu-the-nao-150786-faqs.html
Có thể khởi kiện quyết định phê duyệt giá đất cụ thể không?,https://luatvietnam.vn/luat-su-tu-van/co-the-khoi-kien-quyet-dinh-phe-duyet-gia-dat-cu-the-khong-150785-faqs.html
Vợ không ký hợp đồng chuyển nhượng quyền sử dụng đất là tài sản chung thì hợp đồng có vô hiệu không?,https://luatvietnam.vn/luat-su-tu-van/vo-khong-ky-hop-dong-chuyen-nhuong-quyen-su-dung-dat-la-tai-san-chung-thi-hop-dong-co-vo-hieu-khong-150783-faqs.html
Đất đang thế chấp thì có được nhận đặt cọc không?,https://luatvietnam.vn/luat-su-tu-van/dat-dang-the-chap-thi-co-duoc-nhan-dat-coc-khong-150782-faqs.html
Đất nông nghiệp đã hết hạn thì có được thế chấp không?,https://luatvietnam.vn/luat-su-tu-van/dat-nong-nghiep-da-het-han-thi-co-duoc-the-chap-khong-150781-faqs.html
Bố mẹ ly hôn con trên 18 tuổi có được chia tài sản không?,https://luatvietnam.vn/luat-su-tu-van/bo-me-ly-hon-con-tren-18-tuoi-co-duoc-chia-tai-san-khong-150780-faqs.html
Giáo viên sử dụng bằng giả có phải đi tù không?,https://luatvietnam.vn/luat-su-tu-van/giao-vien-su-dung-bang-gia-co-phai-di-tu-khong-150779-faqs.html
Bị hại yêu cầu không trưng cầu giám định thương tích thì có tiếp tục giám định không?,https://luatvietnam.vn/luat-su-tu-van/bi-hai-yeu-cau-khong-trung-cau-giam-dinh-thuong-tich-thi-co-tiep-tuc-giam-dinh-khong-150778-faqs.html
Thẩm quyền giải quyết vụ án dân sự có yêu cầu hủy sổ đỏ đã cấp,https://luatvietnam.vn/luat-su-tu-van/tham-quyen-giai-quyet-vu-an-dan-su-co-yeu-cau-huy-so-do-da-cap-150777-faqs.html
Xác định yếu tố “ở nước ngoài” trong vụ án hình sự như thế nào?,https://luatvietnam.vn/luat-su-tu-van/xac-dinh-yeu-to-o-nuoc-ngoai-trong-vu-an-hinh-su-nhu-the-nao-150776-faqs.html
Nhân viên thu tiền cước viễn thông chiếm đoạt tiền thu được thì phạm tội gì?,https://luatvietnam.vn/luat-su-tu-van/nhan-vien-thu-tien-cuoc-vien-thong-chiem-doat-tien-thu-duoc-thi-pham-toi-gi-150775-faqs.html
Muốn ly hôn khi đang làm việc ở nước ngoài thực hiện thế nào?,https://luatvietnam.vn/luat-su-tu-van/muon-ly-hon-khi-dang-lam-viec-o-nuoc-ngoai-thuc-hien-the-nao-150773-faqs.html
Khai sinh cho con khi chưa đủ tuổi kết hôn có được không?,https://luatvietnam.vn/luat-su-tu-van/khai-sinh-cho-con-khi-chua-du-tuoi-ket-hon-co-duoc-khong-150772-faqs.html
Không còn hộ khẩu ở địa phương nơi có đất thì có cấp sổ đỏ được không?,https://luatvietnam.vn/luat-su-tu-van/khong-con-ho-khau-o-dia-phuong-noi-co-dat-thi-co-cap-so-do-duoc-khong-150761-faqs.html
Làm sổ đỏ có cần xác nhận tình trạng hôn nhân không?,https://luatvietnam.vn/luat-su-tu-van/lam-so-do-co-can-xac-nhan-tinh-trang-hon-nhan-khong-150760-faqs.html
Ủy ban nhân dân cấp xã không lập hồ sơ cấp sổ đỏ cho người dân thì có kiện được không?,https://luatvietnam.vn/luat-su-tu-van/uy-ban-nhan-dan-cap-xa-khong-lap-ho-so-cap-so-do-cho-nguoi-dan-thi-co-kien-duoc-khong-150759-faqs.html
Ủy ban nhân dân cấp xã không ký hồ sơ địa chính thì có kiện được không?,https://luatvietnam.vn/luat-su-tu-van/uy-ban-nhan-dan-cap-xa-khong-ky-ho-so-dia-chinh-thi-co-kien-duoc-khong-150758-faqs.html
"Một người có thể vừa đại diện, vừa bảo vệ quyền lợi trong vụ án hành chính được không?",https://luatvietnam.vn/luat-su-tu-van/mot-nguoi-co-the-vua-dai-dien-vua-bao-ve-quyen-loi-trong-vu-an-hanh-chinh-duoc-khong-150757-faqs.html
Tòa án áp dụng Điều 54 BLHS đối với cá nhân phạm tội lần đầu đúng không?,https://luatvietnam.vn/luat-su-tu-van/toa-an-ap-dung-dieu-54-blhs-doi-voi-ca-nhan-pham-toi-lan-dau-dung-khong-150756-faqs.html
Thời hạn chấp hành hình phạt được giảm như thế nào?,https://luatvietnam.vn/luat-su-tu-van/thoi-han-chap-hanh-hinh-phat-duoc-giam-nhu-the-nao-150755-faqs.html
Phạm tội lần đầu có được coi là tình tiết giảm nhẹ trách nhiệm hình sự không?,https://luatvietnam.vn/luat-su-tu-van/pham-toi-lan-dau-co-duoc-coi-la-tinh-tiet-giam-nhe-trach-nhiem-hinh-su-khong-150753-faqs.html
Tòa án yêu cầu giao nộp tài liệu liên quan đến vụ án mà không nộp thì có sao không?,https://luatvietnam.vn/luat-su-tu-van/toa-an-yeu-cau-giao-nop-tai-lieu-lien-quan-den-vu-an-ma-khong-nop-thi-co-sao-khong-150752-faqs.html
Giấy chứng nhận quyền sử dụng đất có phải là quyết định hành chính không?,https://luatvietnam.vn/luat-su-tu-van/giay-chung-nhan-quyen-su-dung-dat-co-phai-la-quyet-dinh-hanh-chinh-khong-150751-faqs.html
Có được phong tòa căn nhà khi đã công chứng hợp đồng mua bán nhà hay không?,https://luatvietnam.vn/luat-su-tu-van/co-duoc-phong-toa-can-nha-khi-da-cong-chung-hop-dong-mua-ban-nha-hay-khong-150750-faqs.html
Hết thời hiệu khiếu nại mà vẫn khiếu nại thì có được giải quyết không?,https://luatvietnam.vn/luat-su-tu-van/het-thoi-hieu-khieu-nai-ma-van-khieu-nai-thi-co-duoc-giai-quyet-khong-150749-faqs.html
Nguyên đơn không tham gia đối thoại thì vụ án có bị đình chỉ không?,https://luatvietnam.vn/luat-su-tu-van/nguyen-don-khong-tham-gia-doi-thoai-thi-vu-an-co-bi-dinh-chi-khong-150748-faqs.html
Chuẩn bị hung khí để đi đánh nhau nhưng chưa đánh được thì có bị xử lý hình sự không?,https://luatvietnam.vn/luat-su-tu-van/chuan-bi-hung-khi-de-di-danh-nhau-nhung-chua-danh-duoc-thi-co-bi-xu-ly-hinh-su-khong-150747-faqs.html
Căn cứ vào đâu để xác định số tiền mà mỗi bị cáo dùng để đánh bạc?,https://luatvietnam.vn/luat-su-tu-van/can-cu-vao-dau-de-xac-dinh-so-tien-ma-moi-bi-cao-dung-de-danh-bac-150746-faqs.html
Đưa ma túy cho người khác sử dụng thì có bị khởi tố về tội tổ chức sử dụng ma túy không?,https://luatvietnam.vn/luat-su-tu-van/dua-ma-tuy-cho-nguoi-khac-su-dung-thi-co-bi-khoi-to-ve-toi-to-chuc-su-dung-ma-tuy-khong-150745-faqs.html
"Đăng ký Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất điện tử thế nào?",https://luatvietnam.vn/luat-su-tu-van/dang-ky-giay-chung-nhan-quyen-su-dung-dat-quyen-so-huu-tai-san-gan-lien-voi-dat-dien-tu-the-nao-150744-faqs.html
Trích lục địa bộ có phải là một loại giấy tờ về quyền sử dụng đất hay không?,https://luatvietnam.vn/luat-su-tu-van/trich-luc-dia-bo-co-phai-la-mot-loai-giay-to-ve-quyen-su-dung-dat-hay-khong-150743-faqs.html
Có bắt buộc phải kê khai tên vợ trong hồ sơ đề nghị cấp sổ đỏ lần đầu hay không?,https://luatvietnam.vn/luat-su-tu-van/co-bat-buoc-phai-ke-khai-ten-vo-trong-ho-so-de-nghi-cap-so-do-lan-dau-hay-khong-150742-faqs.html
Có cần phải đo đạc khi cấp sổ đỏ lần đầu không?,https://luatvietnam.vn/luat-su-tu-van/co-can-phai-do-dac-khi-cap-so-do-lan-dau-khong-150741-faqs.html
Công ty có được giảm tiền đóng BHXH bằng cách thỏa thuận giảm lương với nhân viên không?,https://luatvietnam.vn/luat-su-tu-van/cong-ty-co-duoc-giam-tien-dong-bhxh-bang-cach-thoa-thuan-giam-luong-voi-nhan-vien-khong-150740-faqs.html
"Năm 2025, sang tên sổ đỏ có phải đo đạc lại đất đai không?",https://luatvietnam.vn/luat-su-tu-van/nam-2025-sang-ten-so-do-co-phai-do-dac-lai-dat-dai-khong-150738-faqs.html
Cha mẹ chết không có di chúc thì trưởng nam có được hưởng toàn bộ tài sản không?,https://luatvietnam.vn/luat-su-tu-van/cha-me-chet-khong-co-di-chuc-thi-truong-nam-co-duoc-huong-toan-bo-tai-san-khong-150737-faqs.html
Tiền cấp dưỡng cho con sau khi ly hôn gồm các khoản nào?,https://luatvietnam.vn/luat-su-tu-van/tien-cap-duong-cho-con-sau-khi-ly-hon-gom-cac-khoan-nao-150736-faqs.html
Bị ép tham gia đường dây gọi điện lừa đảo thì có phạm tội không?,https://luatvietnam.vn/luat-su-tu-van/bi-ep-tham-gia-duong-day-goi-dien-lua-dao-thi-co-pham-toi-khong-150735-faqs.html
Bị ép tham gia đường dây gọi điện lừa đảo thì có phạm tội không?,https://luatvietnam.vn/luat-su-tu-van/bi-ep-tham-gia-duong-day-goi-dien-lua-dao-thi-co-pham-toi-khong-150734-faqs.html
Mua lại tài sản trộm cắp có phạm tội không?,https://luatvietnam.vn/luat-su-tu-van/mua-lai-tai-san-trom-cap-co-pham-toi-khong-150733-faqs.html
Mua chứng chỉ tin học trên mạng có bị đi tù không?,https://luatvietnam.vn/luat-su-tu-van/mua-chung-chi-tin-hoc-tren-mang-co-bi-di-tu-khong-150732-faqs.html
Hiểu quy định rút BHXH một lần sau ngày 01/7/2025 như thế nào mới đúng?,https://luatvietnam.vn/luat-su-tu-van/hieu-quy-dinh-rut-bhxh-mot-lan-sau-ngay-0172025-nhu-the-nao-moi-dung-150731-faqs.html
